idempenho,ente,historico,vlr_empenhado,elemdespesatce,distancia
201900030069803010000000290,VASSOURAS,SERVICO DE FARMACIA CLORIDRATO DE HIDRALAZINA 25MG MARCA NOVARTIS HIPROMELOSE COLIRIO 0 3   3MG ML  FRASCO DE 15ML MARCA ALLERGAN SULFASSALAZINA 500MG MARCA APSEN TIAMINA CLORIDRATO DE  300MG MARCA NEO QUIMICA VARRFARINA SODICA 5MG MARCA  UQ GEN,4090.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.1708676870433673
201932000042532040320400118,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSINJETAVEIS PARA ATENDER AFMS CONFORME SAFS 86 19 E88 19 REF AO SRP 023 18 2018 099 000034 5 RP  CONFORME SE SEGUEM  ITEM 03 ACIDO TRANEXAMICO50 MG ML AMPOLA 5 ML ,531261.56,MATERIAL DE CONSUMO,0.17143303073853777
201900080126800020000000824,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  90COMPR  OLMESARTA 40MG  90COMPR LEVANDODIPINO  BESILATO 50MG  270COMPR  METILDOPA 250MG PARA ATENDER A PACIENTE SILVANA NUNES BARRETO DE SOUZA  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUD  PROCESSO 00027109620188190053,782.1,SENTENCAS JUDICIAIS,0.1718361015492854
201900080126800020000000112,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO BROMETO DE TIOTROPIO 2 5MCG  SOL  INALATORIA   03 FRASCOS C  60 DOSES   R  886 68   PARA A PACIENTE MARIA DAS DORES DA S  CANDIDO  ORDEM JUDICIAL PROC  NO 0002659 85 2018 8 19 0053 ,886.68,SENTENCAS JUDICIAIS,0.17219833658014005
201900020127713010000000742,PORTO REAL,REEMPENHO POR MOTIVO DE RECLASSIFICACAO DE FONTE DE RECURSOS  REFERENTE A ATA DE REGISTRO DE PRECOS N  001 2019  AQUISICAO DE MEDICAMENTOS  ACICLOVIR 200 MG  ALBENDAZOL 400 MG  CARVEDILOL 25 MG E OUTROS ,81521.24,MATERIAL DE CONSUMO,0.17238208625757379
201900030069803010000000293,VASSOURAS,SERVICO DE FARMACIA AZITROMICINA 500MG MARCA PRATI DEXAMETASONA COLIRIO 0 1  1MG ML FRASCO DE 5ML MARCA  NOVARTIS LEVODOPA   BENSERAZIDA COMPRIMIDO 200MG   50MG MARCA ACHE MESILATO DE DOXAZOSINA 2MG MARCA EURO METOCLOPRAMIDA CLORIDRATO DE SOL  ORAL 4,38170.2,MATERIAL DE CONSUMO,0.17239835070613918
201928000042728070280701397,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOS BASICOS OBJETIVANDO ATENDER AS DEMANDAS ORIUNDAS DA SECRETARIA MUNICIPAL DE SAUDE  CONFORME PREGAO 025 2018  SAF 0392 19  ITEM 157   LEVOMEPROMAZINA 25 MG   COMPRIMIDO  QUA NTIDADE 20000 X PRECO UNITARIO 0 35 ,7000.0,MATERIAL DE CONSUMO,0.17309490846069486
201900030069803010000001106,VASSOURAS,PA 630 18 MEMO 87 19 SERVICO DE FARMACIA PREGAO PRESENCIAL REGISTRO DE PRECO 005 19 CONTRATO 031 19 HOMOLOGADO 19 08 19 ALBENDAZOL 400 MG C 100 COMP MARCA  PRATI AMOXILINA   CLAVULANATO DE POTASSIO  50MG ML SUSPENSAO ORAL  FRACO COM 75 ML MARCA  EMS,273726.1,MATERIAL DE CONSUMO,0.17321749694120092
201900030069803010000000694,VASSOURAS,PA 450 19 MEMO 65 19 APOIO ADMINISTRATIVO MEDICAMENTOS PROCESSO JUDICIAIS NEYDER HENRIQUE S  LIMA E OUTROS DEPAKOTE 500MG ER SPIRIVA RESPIMAT 2 5MG 4ML SYSTANE 15ML JARDIANE 25MG PASALIX NEUTROFER GOTAS PROTOVIT,2087.84,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.17336066319852006
201900020127713010000000010,PORTO REAL,EMPENHO REFERENTE A ATA DE REGISTRO N  015 2018  AQUISICAO DE MEDICAMENTOS  CARVEDILOL 12 5 MG  CARVEDILOL 25 MG  LEVOTIROXINA 100 MG E OMEPRAZOL 20 MG ,29179.0,MATERIAL DE CONSUMO,0.17418838865148678
201900080126800020000000798,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO LEVODOPA 100 MG   COLIDRATO DE BENSERAZIDA 25 MG  PROLOBA BD    450 COMP  X R  1 425   R  641 25   PARA ATENDER O PACIENTE LAILSON SOARES PONTES  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUDICIAL PROCESSO NO 0001568 23 2019,641.25,SENTENCAS JUDICIAIS,0.17505015381345868
201900090158709010000001889,VARRE SAI,ACIDO GAMAMINOBUTIRICO 50MG MONOCLORIDRATO DE L LISINA 50MG   CLORIDRATO DE TIAMINA  VIT B1  2MG   CLORIDRATO DE PIRIDOXINA  VIT B6  4MG   PANTOTENATO DE CALCIO 4MG COMPRIMIDO  GABALON  ZYDUS ALPRAZOLAM COMPRIMIDO 0 5MG EMS BRINZOLAMIDA 10MG ML   M,10569.05,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.1752083854954748
201900030069803010000000715,VASSOURAS,PA 449 19 MEMO 64 19 APOIO ADMINISTRATIVO MEDICAMENTOS HUMULIN 70 30 10ML OMEGA 3 DHA 5000 1000MG ADERA 10 000UI DEPAKOTE ER 500MG SYSTANE 15ML TRIMETAZDINA 35MG BETAXOLOL 5 6MG ML MANTIDAN 100MG BUDESONIDA 50MCG 120 DOSES GALANTAMINA 8MG SPIRIVA RES,3457.9,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.17544262141073275
201900090158709010000001288,VARRE SAI,TRAMADOL 12 5MG   PARACETAM 326 MG   DIACEREINA 20MG   FAMITIDINA 20MG   MELOXICAN 1 5 MG   100 CAPSULAS  CONTRATACAO DE SERVICOS   TRAMADOL 12 5MG   PARACETAM 326 MG   DIACEREINA 20MG   FAMITIDINA 20MG   MELOXICAN 1 5 MG   100 CAPSULAS ,154.8,OUTROS SERVICOS DE TERCEIROS   PESSOA JURIDICA,0.17645188917083265
201900560114056010000000433,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  CAF    SEMUSA  DEXCLORFENIRAMINA  MALEATO 2MG 5ML OU 0 4MG ML SOLUCAO ORAL 100ML 120ML   COPO MEDIDA BROMAZEPAM 6MG,10758.0,MATERIAL DE CONSUMO,0.17690711832330508
201928000042728070280700322,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSBASICOS OBJETIVANDO ATEN DER AS DEMANDAS ORIUNDAS DA SECRETARIA MUNICIPAL DE SAUDE  CONFORME PREGAO 025 2018 ITEM 25   AMOXICILINA CLAVULANATO 50MG ML 12 5MG ML   SUSPENSAO ORAL   75ML,29524.4,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.17731970809469721
201900020091302080000000913,SANTO ANTONIO DE PADUA,LEVOMEPROMAZINA 25 MG   UND POR COMP PERICIAZINA 10 MG   UND POR COMP REFERENTE O FORNECIMENTO DE MEDICAMENTOS PARA ATENDER O CAPS CONF ATA 055 2018 E PR0C ADM 1000 2018 ,563.6,MATERIAL DE CONSUMO,0.17819138988194394
201900030064520280000001947,SAO GONCALO,VALOR EMPENHADO REFERENTE MANDADO DE SEQUESTRO PARA AQUISICAO DE MEDICAMENTOS REALIZACAO DE EXAMES E INTERNACAO  CONFORME OF NO 92 SEMFA CTM 18 A FL 01  PROC JUDICIAL NO 0119154 25 2005 8 19 0004 EM FAVOR DE GENILDA BENSI  EXTRATO AS FLS 04  NAD NO25,6791.22,SENTENCAS JUDICIAIS,0.17848348605590825
201900030069803010000000712,VASSOURAS,PA 482 19 MEMO 05 19 APOIO ADMINISTRATIVO MEDICAMENTOS BIPERIDENO 2MG CARBAMAZEPINA 400MG 15 000 COMP FLUOXETINA 20MG VL UN R  0 12  13 500 COMP DE HALOPERIDOL 5MG VL UN R 0 28 ,8240.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.17914339690988013
201900030069803010000000812,VASSOURAS,PA 252 18 MEMO 83 19 PREGAO PRESENCIAL REGISTRO DE PRECO 001 19 CONTRATO 004 2019 HOMOLOGADO 18 02 2019 MEDICAMENTOS PARA O SAMU AMIODARONA 150MG 3ML MARCA HIPOLABOR BROMOPRIDA 5GM 2ML MARCA HIPOLABOR DEXAMETASONA 2 5ML MARCA FARMACE FENOBARBITAL 1,1618.8,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.17954542060917755
201900080126800020000000381,SAO JOAO DA BARRA,AQUISICAO DOS MED  FUMARATO DE FORMOTEROL 12 MCG  BUDESONIDA 400 MCG FRASCO C 60 DOSES  FORASEQ   6 FRASCOS  111 21 667 26 BROMETO DE TIOTROPICO 2 5MCG SOL INALATORIA FRASCO C 60 DOSES 3 FRASCOS 314 79 944 37 VILDAGLIPTINA 50MG  METFORMINA 1000MG 180,2367.71,SENTENCAS JUDICIAIS,0.17962270945487135
201900020091302080000001802,SANTO ANTONIO DE PADUA,UND MEROPENEM TRI HIDRATADO 1G  FRASCO  UND CLORIDRATO DE DEXATROCETAMINA 50MG ML  FRASCO AMPOLA 10ML  REFERENTE AO FORNECIMENTO DE MEDICAMENTOS INJETAVEIS PARA ATENDER A FUNDACAO JOSE KEZEN  SEGUNDO A ATA DE REGISTRO DE PRECOS N 009 2019  PROVENIEN,6215.9,MATERIAL DE CONSUMO,0.18025059372088525
201900030069803010000001174,VASSOURAS,PA 630 18 MEMO 135 19 PREGAO PRESENCIAL REGISTRO DE PRECO 005 19 HOMOLOGADO EM 19 08 19 CONTRATO 031 19 DAPAGLIFLOZINA   METFORMINA 10MG   1000MG XIGDUO  MARCA  ASTRAZENECA BENTOTIAMINA 150MG MILGAMMA  MARCA  MANTECORP ACIDO TIOCTICO 600MG THIOCTACI,970.2,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18026128256869078
201900310428631030000000025,MACAE,INSETICIDA EM AEROSOL  COMPOSTO DE DELTAMETRINA 0 02  P P  PRALETRINA 0 25  P P  BUTOXIDO DE PIOERONILA 2 00  P P  SOLVENTE E PROPELENTES  EMBALAGEM DE 300 ML  CAIXA COM 12 UNIDADES ,10140.0,MATERIAL DE CONSUMO,0.18040399707382215
201900080126800020000000873,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS CETOROLACO DE TROMETAMOL 10MG  SUBLINGUAL   180 COMP    R  563 40   E CICLOBENZAPRINA 10MG   90 COMP   R  24 30    PARA ATENDER A PACIENTE ROSANA R  MERLIN  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUDICIAL PROCESSO NO 00,587.7,SENTENCAS JUDICIAIS,0.1808906988445661
201900200036300140000000544,ANGRA DOS REIS,MM NO 242 2019 SSA SUGER   AQUISICAO DO MEDICAMENTO SULFATO DE GLUCOSAMINA 500 MG  PARA ATENDER A PACIENTE LUIZA COUTINHO DE LEAO  EM CUMPRIMENTO AO MANDADO JUDICIAL   PROCESSO 0009687 64 2017 8 19 0003   PROC  2018022456,918.0,SENTENCAS JUDICIAIS,0.18134557791992434
201900020127713010000001006,PORTO REAL,REEMPENHADO POR MOTIVO DE RECLASSIFICACAO DA FONTE DE RECURSOS  REFERENTE A AQUISICAO DE MEDICAMENTOS PARA ATENDIMENTO AOS PROCESSOS DE MANDADOS JUDICIAIS  TAIS COMO  CICLOBENZAPRINA 10 MG  DONEPEZILA 10 MG  LAMOTRIGINA 25 MG  LAMOTRIGINA 50 MG  MONT,12560.4,MATERIAL DE CONSUMO,0.1819893514993629
201900080126800020000000820,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  90CP ECASIL 81MG  90CP ALDACTONE 25MG  180CP TORLOS 25MG  270CP LASIX 40MG  ICTUS 25MG  PARA ATENDER O PACIENTE CARLOS ROBERTO LINHARES ARAUJO  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUD  PROCESSO 00018020520198190053 ,394.2,SENTENCAS JUDICIAIS,0.1823747131487079
201900200036300140000000751,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS PARA O CUMPRIMENTO DE MANDADO JUDICIAL 0001486 16 2017 8 19 0003 DO PACIENTE ORLANDO MONTEIRO DA COSTA FILHO   BISOPROLOL 10 MG   COLECALCIFEROL 2 5 MCG  SIMILAR AO PROSSO ,3438.0,SENTENCAS JUDICIAIS,0.1825931035742897
201900560114056010000000371,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  CAF    SEMUSA CIPROFLOXACINO  CLORIDRATO 2MG ML  0 2   SOLUCAO INJETAVEL IV FRASCO BOLSA SISTEMA FECHADO 100ML OS M,29640.0,MATERIAL DE CONSUMO,0.18289343203964648
201932000042532040320400478,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSINJETAVEIS  PARA ATENDER AS DEMANDAS DA FMS E SUASUNIDADES  CONFORME SAC 1 19  SAF 0375 19 E PREGAO SRP 023 18  CONFORME SEGUE ABAIXO  ITEM 14   ALTEPLASE 50 MG   FRASCO AMPOLA ,2278932.91,MATERIAL DE CONSUMO,0.18299612524708708
201900560114056010000000434,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  CAF    SEMUSA FUROSEMIDA 40 MG COMPRIMIDO MICONAZOL NITRATO 20MG G  2   CREME DERMATOLOGICO BISNAGA 28 30G PARACETA,54316.0,MATERIAL DE CONSUMO,0.18302636223648505
201900030133203140000000483,ITALVA,ALBENDAZOL SUSPENSAO AMBROXOL CLORIDRATO DE XAROPE 3MG AMBROXOL CLORIDRATO DE XAROPE 6MG DEXAMETAZONA CREME 0 1   DIPIRONA SODICA GOTAS 500 MG ML ESPIRONOLACTONA 25MG FLUOXETINA 20MG KOLAGENASE 30GR METRONIDAZOL CREME NIFEDIPINO 20MG NITRAZEPAM 5MG,15591.0,MATERIAL DE CONSUMO,0.18306480481460208
