idempenho,ente,historico,vlr_empenhado,elemdespesatce,distancia,desvio_percentual_mediana
201832000042532040320400042,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER A DEMANDA DAFMS  CONF SAC 27 18 E SAF015 18 SRP 001 2017 2017099000027 4 RP ITEM 632  MIDAZOLAM 5 MG ML AMPOLA 10 ML ,99997.75,MATERIAL DE CONSUMO,0.2712726562880312,5688.280205372802
201800080126800020000000511,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  PERICIAZINA 1  FRASCO 20ML  18 FRASCOS    R  188 82 E VALPROATO DE SODIO  DEPAKENE  250MG ML FRASCO 100ML  18 FRASCOS    R  326 52  PARA O PACIENTE MIGUEL HENRIQUE QUEIROZ  ORDEM JUDICIAL NO 0000599 76 2017 8 19 0053 ,515.34,SENTENCAS JUDICIAIS,0.27185925685066414,-70.17000561475813
201800080126800020000000369,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO TRAZODONA 50MG   18 CXS C 60 X R  34 60   R  622 80  PARA O PACIENTE LUCAS TAVARES P  R  GOMES  ORDEM JUDICIAL NO 0004804 85 2016 8 19 0053 ,622.8,SENTENCAS JUDICIAIS,0.27768189229462903,-63.94977975098259
201832000042532040320400124,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER A DEMANDA DAFMS  CONF SAC 027 18 SAF 072 18   SRP 001 2017 2017 09900027 4 RP ITEM 632 MIDAZOLAM 5 MG  ML   AMPOLA 10 ML   19526 X 8 45 164 994 70 ,299994.7,MATERIAL DE CONSUMO,0.2785632877361848,17264.924548069852
201800080126800020000000326,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  CITONEURIN 5000UI INJETAVEL   03 AMPOLAS  R 11 45   E VIDAGLIPTINA 50 MG   360 CPR      R  186 25 X 07 CXS C  56 CPR CADA   R 1 303 75   PARA A PACIENTE ANA CLAUDIA RANGEL DE SOUZA  ORDEM JUDICIAL NO0006309 14 2016 8 19 0,1315.2,SENTENCAS JUDICIAIS,0.27942784039079094,-23.870825832518136
201800080126800020000000258,SAO JOAO DA BARRA,AQUISICAO DE MEDICAMENTOS  TAIS COMO  OMEPRAZOL  90 CPR X R 1 76   R  158 40   TRIMETAZIDINA MR 35 MG  180 CPR X 2 61   R  469 80  E NEBIVOLOL 5 MG  90 CPR X R  0 92   R  82 80   PARA O PACIENTE JOSE HAMILTON DA SILVA  ORDEM JUDICIAL NO 0000494 65 2,711.0,SENTENCAS JUDICIAIS,0.27956142504242065,-58.844401738838506
201800080126800020000000158,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO AMANTADINA  MANTIDAN  100MG CPR   R  15 40 X 15   TOTAL R  231 00  PARA A PACIENTE GISELE COSTA TAVARES DA SILVA  PROCESSO JUDICIAL NO 0000288 51 2018 8 19 0053 ,230.98,SENTENCAS JUDICIAIS,0.2796715317640166,-86.6299295550449
201800080126800020000000527,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO OLMESARTANA 40MG   180 CPR    R  208 50  PARA A PACIENTE DOMINGAS LUCINEZ G  M  DA SILVA  PROCESSO JUDICIAL NO 0002507 37 2018 8 19 0053 ,208.5,SENTENCAS JUDICIAIS,0.2800894268614057,-87.93116422299273
201800200036300140000000449,ANGRA DOS REIS,MM NO 239 2018 SSA SUGER   DESPESA REFERENTE A AQUISICAO DE MEDICAMNETO 180 COMP  DEBICALUTAMIDA 50 MG PARA CUMPRIMENTO DE MANDADO JUDICIAL 0019412 10 2017 8 19 0003 DO PACIENTE FERNANDO FRANCISCO LARA  PROCESSO 22017026106 ,420.0,SENTENCAS JUDICIAIS,0.28192682636526223,-75.68867613264722
201800080126800020000000221,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO ETOSSUXIMIDA 50MG ML XAROPE   FRASCO 120ML  R  43 30 X 30 FRASCOS   PARA O PACIENTE KAIC ANDRE MARTINS PEREIRA  ORDEM JUDICIAL NO 0000819 40 2018 8 19 0053 ,1278.12,SENTENCAS JUDICIAIS,0.28202608959957054,-26.017168425378717
201800080126800020000000220,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO ETOSSUXIMIDA 50MG ML XAROPE   FRASCO 120ML  R  43 30 X 30 FRASCOS   PARA O PACIENTE KAIC ANDRE MARTINS PEREIRA  ORDEM JUDICIAL NO 0000819 40 2018 8 19 0053 ,1298.98,SENTENCAS JUDICIAIS,0.28202608959957054,-24.809706006633522
201800080126800020000000216,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO CETOCONAZOL 20MG G   DIPROPIONATO DE BETAMETASONA 0 64MG G   SULFATO DE NEOMICINA 2 5MG G   06  SEIS  BISNAGAS 30G  PARA A PACIENTE IRINETE FRANCA TEIXEIRA  ORDEM JUDICIAL NO 0005502 91 2016 8 19 0053 ,41.4,SENTENCAS JUDICIAIS,0.2821856435683864,-97.60359807593237
201800080126800020000000489,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO CICLOSPORINA 0 05  FLACONETE 0 4ML   180 FLACONETES   6 CXS C  30 X 166 80   R  1 000 80  PARA A PACIENTE MARIA DA CONCEICAO MACHADO  PROCESSO JUDICIAL NO 0002043 18 2015 8 19 0053 ,1000.8,SENTENCAS JUDICIAIS,0.2830090263209336,-42.06958827036508
201800080126800020000000194,SAO JOAO DA BARRA,AQUISICAO DE MEDICAMENTOS  TAIS COMO  CENTRUM MULHER  360 COMPR   R  573 75   FERRO QUELATO GLICINATO 300 MG  360 COMPR  R  415 61   CITONEURIN 500 UI INJETAVEL  06 AMPOLAS  R  11 29  E DULOXETINA 30 MG  180 COMPR   PARA A PACIENTE ANA CLAUDIA RANGE,1283.07,SENTENCAS JUDICIAIS,0.28349052234645433,-25.73064210837063
201832000042532040320400121,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER A DEMANDA DAFMS  CONFORME SAC 027 18 SAF 066 18   SRP 001 2017PROC 2017 099 000072 4 PR2017 099 000027 4 RP ITEM 35 AGUA OXIGENADA 10VOLUMES  FRASCO 1000 ML ,399994.0,MATERIAL DE CONSUMO,0.28384700354395564,23053.294473804544
201800200036300140000002005,ANGRA DOS REIS,PARA O CUMPRIMENTO DE MANDADO JUDICIAL NO 0004462 30 2016 8 19 0003 DO PACIENTE EDSON LUIZ SICCIROLI   PROC  2018008901  AQUISICAO DE MEDICAMENTO  06 FRASCOS DE BROMETO DE IPATROPIO 0 02MG   BROMIDRATO DE FENOTEROL 0 5MG DOSE   SOLUCAO AEROSOL  MM,103.02,SENTENCAS JUDICIAIS,0.2841087347282154,-94.03677955996504
201832000042532040320400159,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER A DEMANDA DAFMS CONFORME SAC 100 18 SAF 0101 18 SRP 001 2017 ITEM 831 SORO GLICOSADO 5   FRASCO OU BOLSA 100 ML   SISTEMA FECHADO   11572 X  65 42 237 80 ,211637.8,MATERIAL DE CONSUMO,0.28517737791213316,12150.464519938178
201800080126800020000000513,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  CITRATO DE POTASSIO 10MGEQ   360 CPR   R  376 56 E GLICOSAMINA 500MG   CONDROITINA 400MG   180 CPR   R  328 22  PARA O PACIENTE ROBERTO ORMY MANHAES  ORDEM JUDICIAL NO 0002335 95 2018 8 19 0053 ,704.78,SENTENCAS JUDICIAIS,0.28642524334399677,-59.204440868493116
201800080126800020000000360,SAO JOAO DA BARRA,AQUISICAO DE MEDICAMENTOS  ACIDO TIOCTICO 600MG  06CXS C 30XR 125 75  R  754 50   NIFEDIPINA 30MG LIB  PROLONGADA ADALAT OROS  06CXS C 30XR 157 10  R  942 60   VILDAGLIPTINA 50MG  METFORMINA 1000MG  7CXS C 56XR 185 60  R  1 299 20  E INSULINA GLARGI,5552.3,SENTENCAS JUDICIAIS,0.2865248182332536,221.38991311595922
201800270134900010000000272,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS   ITENS 19  59  167  180  313  487  650 E 753 DO PREGAO PRESENCIAL NO 026 2017  CONFORME MM NO 190 2018 SSA SUGER   PROC  2017004739,86527.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.28795505091300966,4908.537905405796
201800080126800020000000442,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  INSULINA GLARGINA 100UI ML FRASCO 10ML  LANTUS    06 FRASCOS X R 212 92   R 1 277 52 E INSULINA LISTRO 100UI ML FRASCO 10ML  HUMALOG    6 FRASCOS X R 94 79   R 568 74  PARA A PACIENTE SARAH DA SILVA MELO MACHADO  ORDEM JU,1846.26,SENTENCAS JUDICIAIS,0.28811918869667563,6.869106674616074
201800200036300140000000169,ANGRA DOS REIS,MM NO 119 2018 SSA SUGER   AQUISICAO DOS SEGUINTES MEDICAMENTOS  12 FRASCOS DE TARTARATO DE BRIMONIDINA 1MG ML E 12 FRASCOS DE DEXTROTARTARATO DE BRIMONIDINA 2MG ML  PARA O CUMPRIMENTO DE MANDADO JUDICIAL ORIUNDA DO PROCESSO NO 0006271 21 2017 8 1,1443.24,SENTENCAS JUDICIAIS,0.288370662303436,-16.459345099242302
201800270134900010000000278,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS   ITENS 205  206  217  331 E 782 DO PREGAO PRESENCIAL NO 026 2017  CONFORME MM NO 184 2018 SSA SUGER   PROC  2017004739,45653.8,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.28876718232222265,2542.629327560359
201800270134900010000000273,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS   ITENS 168  264  652  710 E 713 DO PREGAO PRESENCIAL NO 026 2017  CONFORME MM NO 189 2018 SSA SUGER   PROC  2017004739,39187.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.2896408810483291,2168.3044009284613
201832000042532040320400058,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER A DEMANDA DAFMS  CONF SAC 27 18 SAF N13 18 SRP 001 2017 2017099000027 4 RP ITEM 09 ACETILCISTEINA 100 M ML AMPOLA 3 ML ,1499955.21,MATERIAL DE CONSUMO,0.2896854491324107,86723.56404007894
201800030069803010000000588,VASSOURAS,1A FRACAO DE MEDICAMENTOS  FARMACIA BASICA 120000 COMPRIMIDOS DE ACIDO FOLICO 5MG R 0 04  MARCA  NATULAB ALBENDAZOL COMPRINIDO MASTIGAVEL 400MG MARCA  PRATIDONADUZZI ALBENDAZOL SUSPENSAO ORAL 40MG ML FRASCO 10ML MARCA PRATIDONADUZZI ALENDRONATO DE SO,178459.2,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.28991310316920926,10229.950972163535
201800200036300140000002003,ANGRA DOS REIS,PARA O CUMPRIMENTO DE MANDADO JUDICIAL NO 2006 003 004313 0 DO PACIENTE BRUNO JORDANES MACHADO   PROC  2018005075 AQUISICAO DE MEDICAMENTO  35 FRS AMP DE INSULINA GLARCINA 100UI ML REFIL 3ML E 20FRS AMP DE INSULINA LISPRO 100 UI ML REFIL 3ML  MM NO,4018.15,SENTENCAS JUDICIAIS,0.2905170745432819,132.58701428000853
201800060242506010000000679,RIO DAS OSTRAS,5 400 BOLSA VLR  UNIT  R  4 99   GLICOSE ISOTONICA 5   50MG ML  SOLUCAO INJETAVEL BOLSA FRASCO SISTEMA FECHADO 500 ML  AQUISICAO DE MEDICAMENTOS  SORO  AGUA DESTILADA   P  ATENDER A REDE MUNICIPAL DE SAUDE   ATENCAO BASICA ,26946.0,MATERIAL DE CONSUMO,0.29219034795794696,1459.7450784040193
201800330877833010000000043,ANGRA DOS REIS,PROC  2017009569   AQUISICAO DE MEDICAMENTOS DP PREGAO NO 13 2017  ITENS  83 102 11 10 E 8 PARA FHGJ ,19822.0,MATERIAL DE CONSUMO,0.29258949568574777,1047.3787183301592
201800330877833010000000303,ANGRA DOS REIS,TRATA SE DO PROCESSO NA 2017025052  ATA DE REGISTRO DE PRECO NO 005 G 2017  CI NO 171 2018 ASFAR   MEMORANDO NO 326 18 SOLICITA AQUISICAO DE 500 UN ENOXAPARINA 60 MG SERINGA  500 UN ENOXAPARINA 80 MG  PARA ATENDER A NECESSIDADE DA FUNDACAO HOSPITAL,28000.0,MATERIAL DE CONSUMO,0.29300093874440103,1520.7549244901857
201800080126800020000000367,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  VILDAGLIPTINA 50MG  7 CXS C  56 X R 185 00   R  1 295 00  E SYSTANE COLIRIO FRASCO 10 ML  12 FRASCOS X R 35 00   R 420 00  PARA O PACIENTE MANOEL ANTONIO PESSANHA DE SOUZA  ORDEM JUDICIAL NO 0001263 73 2018 8 19 0053 ,1715.0,SENTENCAS JUDICIAIS,0.2932398321487326,-0.7287608749761312
201800270134900010000000271,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS   ITENS 61 158  207  222  329  356 E 633 DO PREGAO PRESENCIAL NO 026 2017  CONFORME MM NO 191 2018 SSA SUGER   PROC  2017004739,55235.68,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.2940425830188018,3097.2678702701446
201800080126800020000000573,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS INSULINA LISPRO 100UI ML FRASCO 10 ML  HUMALOG   6 FRASCOS X R 98 47   R  590 82 E INSULINA GLARGINA 100UI ML FRASCO 10 ML  LANTUS  12 FRASCOS X 221 21   R  2 654 52  PARA O PACIENTE TATIANO AMARAL RANGEL  ORDEM JUDICIAL PR,3245.34,SENTENCAS JUDICIAIS,0.2941486207455183,87.85359952303497
201800270134900010000000403,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS 3 840 I M DO ITEM 183 E 100 BISNAGAS DO ITEM 654  DO PREGAO PRESENCIAL NO 026 2017 PROC  2017004739   MM DESPESA  317 2018 SSA SUGER ,5369.8,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.29430891534728987,210.82606405455
201800080126800020000000435,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO PERICIAZINA 4  FRASCO 20ML    30 FRASCOS X R 15 50   R 465 00   PARA A PACIENTE BEATRIZ SANTOS VIEIRA  ORDEM JUDICIAL NO 0006134 202016 8 19 0053 ,465.0,SENTENCAS JUDICIAIS,0.29441783362815555,-73.0838914325737
201800200036300140000001739,ANGRA DOS REIS,MM 740 2018 SSA SUGER   AQUISICAO DO MEDICAMENTO 550 COMP  DE AZATIOPRIMA 50 MG PARA CUMPRIMENTO DE MANDADO JUDICIAL NO 0002791 98 2018 8 19 190  0003 ,797.5,SENTENCAS JUDICIAIS,0.2946271305489576,-53.83742670425274
201800270134900010000000581,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS ITENS 5  20  23  27  33  52  53  56  63 E 64 DO PREGAO PRESENCIAL NO 018 2018  CONFORME MM NO 600 2018 SSA SUGER   PROC  2017018638,105565.9,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.29523140653485025,6010.587581544231
201800080126800020000000579,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO LEVETIRACETAM 250MG   540 CPR   18 CXS C  30 X 43 20   R  777 60   PARA AS PACIENTE LARISSA VIGARIO DE AZEVEDO  ORDEM JUDICIAL PROC  NO 0004527 69 2016 8 19 0053 ,777.6,SENTENCAS JUDICIAIS,0.29578496425491374,-54.9893203827297
201800080126800020000000428,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  FUROSEMIDA 40G CLORETO DE POTASSIO 100MG  180 CPR   R 133 20   DIOSMINA 900MG HESPERIDINA 100MG SACHE  180 SACHES  R  612 00  E PRAZOSINA 2MG  180CPR  R 379 80   PARA A PACIENTE MARIA DA CONCEICAO TERRA  ORDEM JUDICIAL NO,1044.45,SENTENCAS JUDICIAIS,0.29701355044760536,-39.54294711129377
201800080126800020000000427,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  FUROSEMIDA 40G CLORETO DE POTASSIO 100MG  180 CPR   R 133 20   DIOSMINA 900MG HESPERIDINA 100MG SACHE  180 SACHES  R  612 00  E PRAZOSINA 2MG  180CPR  R 379 80   PARA A PACIENTE MARIA DA CONCEICAO TERRA  ORDEM JUDICIAL NO,1125.0,SENTENCAS JUDICIAIS,0.29701355044760536,-34.88038249816219
201800080126800020000000232,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO CLOBAZAM 10MG   540 COMPRIMIDOS   R  12 52 X 27 CXS C  20 CPR   R  338 04   PARA O PACIENTE ALESSANDRO DE ALMEIDA RANGEL  ORDEM JUDICIAL NO 0002805 05 2013 8 19 0053 ,338.04,SENTENCAS JUDICIAIS,0.2972614022555403,-80.43285733304778
201800270134900010000000586,ANGRA DOS REIS,AQUISICAO DE MEDICAMENTOS ITENS 13  19  97 E 125 DO PREGAO PRESENCIAL NO 018 2018  CONFORME MM NO 605 2018 SSA SUGER   PROC  2017018638,14540.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.29745741114481095,741.634878645975
201800020092202120000000877,SAO JOSE DE UBA,REF AQUISICAO DE MEDICAMENTO STELARA 45MG 0 5ML AMPOLA PARA CUMPRIMENTO DE MANDADO JUDICIAL NA PACIENTE MARTA BRUM P CONCEICAO CONFORME ATO DE DISPENSA DE LICITACAO 141 2018 ,19954.42,SENTENCAS JUDICIAIS,0.2982295163133125,1055.0437314409087
201800080126800020000000532,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO VILDAGLIPTINA 50MG   QUANTIDADE 360 COMPRIMIDOS TOTAL R  1 260 00  PARA O PACIENTE OTAVIO MENDONCA DAS NEVES ORDEM JUDICIAL 0003562 91 2016 8 19 0053 ,1260.0,SENTENCAS JUDICIAIS,0.2983388002778027,-27.06602839794165
201800080126800020000000231,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  ARIPIPRAZOL 15MG  R  9 19 X 180 CPR    R  1 654 20  E LAMOTRIGINA 25MG  R  0 24 X 1 080 CPR    R  259 20   PARA O PACIENTE ALESSANDRO DE ALMEIDA RANGEL  ORDEM JUDICIAL NO 0002805 05 2013 8 19 0053 ,1913.4,SENTENCAS JUDICIAIS,0.29855196697320474,10.75544544712576
201800080126800020000000315,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS GLICAZIDA 60MG   180 COMPRIMIDOS   102 43 C 60 3X   307 29 PARA A PACIENTE GEORGINA MARIA DA SILVA  ORDEM JUDICIAL NO 0001392 78 2018 8 19 0053 ,307.29,SENTENCAS JUDICIAIS,0.29920571497747284,-82.21279354476468
